Function,Used Registers,Shared Memory,Constant Memory
_Z13gemmk1_kernelIfLi256ELi5ELb1ELb1ELb1ELb1E30cublasGemvTensorStridedBatchedIKfES2_S0_IfEfEv18cublasGemmk1ParamsIT_T6_T7_T8_T9_N8biasTypeINS8_10value_typeES9_E4typeEE,22,21,1,1456,488

_Z13gemmk1_kernelIfLi256ELi5ELb1ELb1ELb1ELb0E30cublasGemvTensorStridedBatchedIKfES2_S0_IfEfEv18cublasGemmk1ParamsIT_T6_T7_T8_T9_N8biasTypeINS8_10value_typeES9_E4typeEE,22,21,1,1456,488

_Z13gemmk1_kernelIfLi256ELi5ELb1ELb1ELb0ELb0E30cublasGemvTensorStridedBatchedIKfES2_S0_IfEfEv18cublasGemmk1ParamsIT_T6_T7_T8_T9_N8biasTypeINS8_10value_typeES9_E4typeEE,22,21,1,1456,488

_Z13gemmk1_kernelIfLi256ELi5ELb1ELb0ELb1ELb1E30cublasGemvTensorStridedBatchedIKfES2_S0_IfEfEv18cublasGemmk1ParamsIT_T6_T7_T8_T9_N8biasTypeINS8_10value_typeES9_E4typeEE,22,21,1,1456,488

_Z13gemmk1_kernelIfLi256ELi5ELb1ELb0ELb1ELb0E30cublasGemvTensorStridedBatchedIKfES2_S0_IfEfEv18cublasGemmk1ParamsIT_T6_T7_T8_T9_N8biasTypeINS8_10value_typeES9_E4typeEE,22,21,1,1456,488

_Z13gemmk1_kernelIfLi256ELi5ELb1ELb0ELb0ELb0E30cublasGemvTensorStridedBatchedIKfES2_S0_IfEfEv18cublasGemmk1ParamsIT_T6_T7_T8_T9_N8biasTypeINS8_10value_typeES9_E4typeEE,22,21,1,1456,488

_Z13gemmk1_kernelIfLi256ELi5ELb0ELb0ELb1ELb1E30cublasGemvTensorStridedBatchedIKfES2_S0_IfEfEv18cublasGemmk1ParamsIT_T6_T7_T8_T9_N8biasTypeINS8_10value_typeES9_E4typeEE,22,21,1,1456,488

_Z13gemmk1_kernelIfLi256ELi5ELb0ELb0ELb1ELb0E30cublasGemvTensorStridedBatchedIKfES2_S0_IfEfEv18cublasGemmk1ParamsIT_T6_T7_T8_T9_N8biasTypeINS8_10value_typeES9_E4typeEE,22,21,1,1456,488

